89.75,106.0,95.5,110.0
90.25,104.25,94.25,109.25
89.0,105.0,94.0,109.25
94.25,111.5,98.0,115.0
91.0,103.5,96.0,108.5
91.25,111.0,96.25,114.75
91.75,110.5,95.75,115.0
93.75,120.0,98.0,124.25
84.25,100.25,89.5,104.5
91.75,123.5,96.5,127.25
97.0,113.75,101.0,118.5
89.5,100.25,94.5,104.75
95.5,108.0,100.0,112.75
82.0,102.75,86.75,106.5
93.25,113.0,97.0,119.0
92.0,107.25,96.25,112.25
87.5,99.75,92.75,103.75
98.25,117.0,101.0,121.5
84.0,104.0,88.0,109.0
89.75,103.0,94.5,107.25
95.0,108.25,99.25,113.75
96.25,115.0,99.25,119.0
95.25,108.5,99.25,112.5
81.75,103.25,86.5,107.25
97.5,114.75,98.75,119.75
94.75,108.25,99.75,112.0
90.0,102.0,96.25,105.75
94.5,107.5,98.25,113.0
96.0,111.0,98.75,115.75
79.5,100.5,84.75,105.25
94.75,105.75,98.5,109.75
76.0,99.5,82.5,102.5
95.75,116.5,100.25,119.5
93.0,110.0,98.0,113.5
91.0,106.75,96.0,111.75
88.75,102.5,92.75,107.75
85.75,99.0,90.25,102.75
87.0,101.5,91.0,104.25
96.0,124.5,101.0,128.25
95.5,107.75,99.5,113.25
97.25,122.75,98.75,127.5
96.0,113.0,100.5,118.0
92.5,116.0,96.75,120.25
68.5,99.0,74.5,103.75
81.5,104.25,85.25,108.75
93.25,109.0,98.75,113.25
92.0,102.5,97.5,107.5
95.5,111.75,99.5,117.0
95.5,111.75,100.5,117.0
93.75,110.5,98.5,115.5
95.0,111.5,99.0,115.5
86.75,102.25,90.25,105.25
91.5,101.5,96.5,106.0
85.75,103.0,89.5,107.25
86.75,100.0,91.75,106.0
80.5,101.25,86.25,106.25
95.5,110.25,100.25,115.0
94.5,108.25,98.0,112.25
94.5,103.5,98.5,107.75
91.75,105.0,95.5,111.5
90.25,102.5,94.0,107.5
91.75,108.75,97.0,115.0
87.0,103.25,92.0,106.75
90.5,107.5,95.5,112.0
96.75,111.0,100.75,115.0
88.0,105.5,92.0,109.75
80.75,102.75,86.0,107.0
90.0,105.5,93.75,110.75
92.5,107.5,97.0,112.0
89.25,103.25,93.0,107.0
80.75,101.75,85.75,104.75
79.0,100.5,82.75,105.0
85.75,109.0,90.25,113.75
95.25,116.5,98.75,121.25
95.5,111.75,100.25,117.5
88.5,103.0,94.0,108.0
83.25,101.0,87.0,104.75
93.25,106.0,98.0,109.5
80.25,106.75,84.75,110.25
93.75,108.75,98.5,113.25
92.5,107.25,96.75,112.25
83.25,103.0,88.25,107.0
95.25,118.25,98.75,123.0
91.0,107.0,95.25,112.25
80.0,99.0,83.75,103.5
84.75,99.0,89.5,102.75
86.0,102.25,89.75,107.0
89.25,105.5,94.25,111.75
93.0,110.0,97.75,114.25
88.5,103.75,93.0,108.25
79.75,99.75,84.0,104.75
82.0,101.0,87.0,106.0
96.0,107.25,99.25,113.25
97.25,114.25,99.5,119.25
95.75,123.0,99.5,129.0
93.75,126.5,98.5,131.0
94.0,114.25,98.25,119.0
93.0,106.5,97.25,111.75
86.75,99.5,92.5,103.25
83.5,101.25,87.0,106.0
