91.0,144.75,99.75,153.5
90.25,135.0,98.5,142.25
61.25,100.5,70.25,108.5
59.75,112.25,67.25,119.25
72.75,109.25,79.5,116.75
88.5,142.0,96.25,149.75
53.0,102.0,60.25,108.75
51.5,107.0,58.5,115.0
68.25,125.5,76.5,133.25
53.75,99.0,60.5,106.5
83.0,125.75,90.0,133.5
84.0,107.5,91.75,117.5
44.5,101.0,50.75,109.25
51.5,99.25,59.5,107.0
92.25,129.5,97.5,137.75
43.5,112.75,50.75,119.25
91.75,170.25,101.0,178.0
80.5,117.5,88.25,125.5
94.5,154.75,100.25,161.0
73.75,130.5,81.5,137.75
84.0,121.75,94.0,128.5
81.0,126.5,90.25,134.0
39.25,101.75,46.75,110.25
56.0,99.0,65.0,106.25
74.0,123.25,81.5,130.5
67.5,104.75,73.5,112.75
94.0,146.75,101.0,155.75
61.25,114.75,71.0,123.25
70.25,99.75,77.0,109.75
94.0,176.0,99.25,184.5
87.0,167.25,94.25,174.0
86.0,124.75,93.5,133.5
74.25,145.5,81.25,152.25
93.5,163.0,100.0,169.5
82.25,128.5,91.25,136.5
51.25,112.0,59.75,122.25
84.75,187.25,92.75,194.75
81.5,114.75,88.75,122.5
47.75,115.5,55.0,123.75
80.0,128.75,90.0,135.25
91.75,138.75,99.0,145.75
88.25,141.5,95.25,149.25
30.75,111.5,38.0,120.0
86.75,138.75,95.5,147.0
91.5,151.75,97.25,158.75
52.25,114.0,61.5,123.25
86.75,135.0,94.0,144.75
95.5,148.0,99.25,156.5
52.5,100.75,61.5,109.75
57.5,100.75,65.5,109.25
86.25,144.25,93.75,150.75
90.75,150.75,99.0,159.5
76.25,150.0,84.0,156.5
65.75,110.0,73.5,116.75
88.5,132.0,99.25,139.25
75.25,112.75,82.0,119.25
77.75,126.0,86.0,134.75
97.75,135.25,101.0,143.25
69.25,107.25,77.25,115.5
93.5,129.0,100.75,136.5
89.75,133.0,100.5,141.0
81.5,119.75,91.5,128.25
90.0,144.25,98.5,153.25
93.75,130.25,101.0,137.75
-0.5,99.0,6.5,104.25
5.25,105.75,15.75,114.0
28.5,125.25,37.0,131.25
24.5,101.25,31.25,109.0
86.75,118.75,93.75,126.5
75.5,115.25,85.0,124.25
89.75,128.25,99.0,137.5
95.25,156.75,100.75,166.75
89.25,131.0,96.75,139.0
43.75,106.5,53.0,114.25
94.5,140.25,100.75,147.0
87.5,127.75,95.5,136.5
56.5,108.75,64.75,117.0
73.75,132.5,82.75,139.5
59.75,105.25,68.25,111.25
97.75,148.0,100.75,156.25
67.0,107.25,74.0,115.0
53.5,101.75,59.75,111.75
96.0,152.5,100.25,159.5
92.75,124.5,99.25,133.0
85.5,111.75,93.25,120.0
94.25,171.25,100.75,177.75
93.5,130.75,98.25,138.0
80.25,126.0,90.0,133.25
89.25,126.75,96.75,136.0
7.25,99.0,14.75,109.0
44.0,100.5,52.0,105.0
85.25,127.75,94.5,136.75
77.25,109.0,84.25,117.5
56.25,106.25,64.25,115.0
84.5,125.25,93.0,134.0
54.25,140.25,61.0,149.5
79.25,139.25,87.75,146.5
84.5,138.5,94.75,146.25
37.0,106.25,45.75,114.5
55.25,116.5,62.5,123.0
